Cables,44,"11 KV, XLPE, Power cable, aluminium  conductor, stranded 3Cx 185 sqmm (armoured)",Km
Cables,45,"11 KV, XLPE, Power cable, aluminium  conductor, stranded 3Cx35 Sqmm (Un -armoured)",Km
Cables,46,"33 kV grade XLPE, 3 core, 400 sqmm size power cable ",Km
Cables,47,LT power cable 3.5C x 95 sq. mm. ,Km
Cables,48,LT power cable 3.5C x 95 sq. mm. ,Km
Cables,49,LT control cable 12C x 2.5 sq. mm.,Km
Cables,50,LT control cable 4C x 2.5 sq. mm.,Km
Cables,51,"PVC insulated, PVC sheathed, Aluminium Conductor, Stranded, unarmoured , 1 Cx 16 sqm aluminium conductor cable",Km
Cables,52,"PVC insulated, PVC sheathed, Aluminium Conductor, Stranded, unarmoured , 1 Cx 35 sqm aluminium conductor cable",Km
Cables,53,"PVC insulated, PVC sheathed, Aluminium Conductor, Stranded, unarmoured , 1 Cx 95 sqm aluminium conductor cable ",Km
Cables,54,"PVC insulated, PVC sheathed, Aluminium Conductor, Stranded, unarmoured , 1 Cx120 sqm aluminium conductor cable ",Km
Capacitor Banks,55,"1200 KVAR Fully automatic Capacitor bank with automatic control panel, isolator, indoor type suitable Vacuum Circuit Breaker, mounting structures: (Banks in Muiltiple of 600 KVAR as per REC Specification)",    Set
Capacitor Banks,56,"3600 KVAR Fully automatic Capacitor bank with automatic control panel, isolator, indoor type suitable Vacuum Circuit Breaker, mounting structures : (Banks in Muiltiple of 600 KVAR as per REC Specification)",Set
Stay Sets,57,"Stay Rod assembly complete with GS Anchor Plate of size 200x200x6 mm, Guy grip etc. stay set 16mm",Set
Stay Sets,58,"Stay Rod assembly complete with GS Anchor Plate of size 300x300x8 mm, Guy grip etc. Saty Set 20 mm",Set
Stay Sets,59,Stay stone Plate 450x450x50mm,No
Wires,60,Aluminium Binding Wire,Kg
Wires,61,Barbed wire  for DP as per TS.,Kg
Wires,62,GI Wire 6 SWG,Kg
Wires,63,GI Wire 8 SWG,Kg
Wires,64,GI Wire 10 SWG,Kg
Wires,65,Stay wire (7/8 SWG) for stay set,
Wires,66,Stay wire (7/10 SWG) for stay set,Kg
Wires,67,Stay wire (7/12 SWG) for stay set,Kg
Jointing Kits,68,1Cx 630 sqmm Cable termination kit suitable for termination in transformer cable box/  breaker panel/ outdoor 11 KV terminals complete with all accessories etc.,set
Jointing Kits,69,3Cx 185 sqmm Cable termination kit suitable for termination in transformer cable box/  breaker panel/ outdoor 11 KV terminals complete with all accessories etc.,set
Jointing Kits,70,3Cx35 Sqmm Cable termination kit suitable for termination in transformer cable box/  breaker panel/ outdoor 11 KV terminals complete with all accessories etc.,set
Jointing Kits,71,Outdoor type heat shrinkable end termination kit complete with all accessories including lugs suitable for 3 Core 400 Sqmm 33 kV grade Al conductor XLPE cable as per TS,Set
Jointing Kits,72,Outdoor type heat shrinkable termination kit complete with all accessories including lugs suitable for 3 Core 300 Sqmm 11  kV grade Al conductor XLPE cable as per TS,Set
Potential Transformer,73,"36 kV, 1-Phase, 33kV/110 volt, Single core  outdoor type Potential Transformer including accessories etc., complete as per technical specifications. (1 set=3 no)",Set
Battery & Battery Charger,74,"30V, 100 AH  Pb(Lead) Acid battery, battery stand  made of teak  wood duly painted with anti acid resistive paint, battery insulators, inter-battery wiring using 30 sqm, 1.1 kv, copper single core  multi strand cable, terminal connectors, & all other accessories and connectors as per technical specifications.","

      Set"
Battery & Battery Charger,75,"30V, 40 Amp.  Float-cum-Boost Battery Charger with full wave rectification for  230  V,  1 phase, 50 Hz AC Input Supply as per technical specifications.",      set
Substation & Line Switchgear,76,"36kV, 1250A,  25kA for 3 seconds, 3-ph,   Outdoor type  Vacuum Circuit breaker with marshalling box etc Complete in all respect with mounting structure.
      ",Set
Substation & Line Switchgear,77,"36kV, 1-Phase, 25kA/3 seconds,  800-400-200/1-1-1 Amps ( having 3 secondery, core), 1 set = 3 Nos outdoor  type Current Transformers along with junction box (1 no junction box for 3 no of 1-  phase CTs),   as required as per technical specifications complete in all respect. ",Set
Substation & Line Switchgear,78,11 KV HG Fuse complete 200 A capacity as per technical specifications (1 Set=3 Nos),Set 
Substation & Line Switchgear,79,"12 KV, ,200 Amp HG fuse set for  DTs  with support Insulators, Hardware, terminal connectors etc complete as per technical specification. (1 set=3 nos.)",Set 
Substation & Line Switchgear,80,"12 kV, 200A,  3-ph, 3 Pin type, Horizontall Mounting type, Gang Operated,  AB Switch along with Support Insulators, Base Channel down Pipe, Arcing Horns etc. complete as  per technical specifications  ",Set 
Substation & Line Switchgear,81,"12 kV, 630A, 25kA , 3-ph double break center rotating type (DBCR), Gang Operated,  isolator along  with Support Insulators, Operating  Mechanism,  Base Channel down Pipe and all required accessories complete as per technical specifications. (with Earth Switch)",Set 
Substation & Line Switchgear,82,"12kV,400A, 25kA for 3sec, 3-ph, 3 Pin type, Horizontal Mounting type, Gang Operated,  AB Switch along with Support Insulators, Base Channel down Pipe, Arcing Horns etc. complete as  per technical specifications",Set 
Substation & Line Switchgear,83,"12kV,630A, 25kA for 3sec, 3-ph, 3 Pin type, Horizontal Mounting type, Gang Operated,  AB Switch along with Support Insulators, Base Channel down Pipe, Arcing Horns etc. complete as  per technical specifications",Set 
Substation & Line Switchgear,84,"36kV, 800 A, 25kA  , 3-ph double break center rotating type (DBCR), Gang Operated,  isolator along  with Support Insulators, Operating  Mechanism, Base Channel down Pipe and all required accessories complete as per technical specifications.  (with Earth Switch)",Set 
Substation & Line Switchgear,85,"36kV, 800A, 25kA , 3-ph double break center rotating type (DBCR), Gang Operated,  isolator along  with Support Insulators, Operating  Mechanism, Base Channel down Pipe and all required accessories complete as per technical specifications. (Without Earth Switch)",Set 
Substation & Line Switchgear,86,"36kV, 800A, 25kA, 3-ph, 3 Pin type, Horizontal Mounting type, Gang Operated,  AB Switch along with Support Insulators, Base Channel down Pipe, Arcing Horns etc. complete as  per technical specifications.",Set
Substation & Line Switchgear,87,"30 kV, 10kA, 1-ph Station Class Lightening Arrester   (1 set= 3 Nos.)",Set
Substation & Line Switchgear,88,"9 KV, 5 KA, 1-Ph gapless Distribution Class  Lightening Arrester complete with terminaal connectors etc. complete for DT as per technical specification (1 Set= 3 Nos)",Set
Substation & Line Switchgear,89,"9kV, 10kA, 1-ph Station Class Lightening  Arrester complete (1 Set = 3 Nos.)",Set
Substation & Line Switchgear,90,"12 kV, 1250 A, 25kA  for 3 seconds, 3-ph, indoor type  Vacuum Circuit Breaker  for  along with 12 kV, 1-Phase, 25kA, 1200-600-300/1-1-1 A, (having 3 secondary cores), 3 Nos indoor type Current   Transformer, Potential Transformer 11KV/110 V, indoor mounting type control panel for Bus couplar and required accessories, A-meter, volt-meter, 3-phase Tri Vector energy meter with  DLMS  (modem compactible ) , Relays & accessories complete as per specifications for transformer breaker protection  with earth fault, overcurrent .
     ",      Set
Substation & Line Switchgear,91,"12 kV, 630 A, 25kA  for 3 seconds, 3-ph, indoor type  Vacuum Circuit  breaker along with 12 kV, 1-Phase, 25kA, 600-300-150/5-5 A, ( having 2 secondary core),  3 Nos indoor type Current    Transformer, 3 nos indoor type Potential Transformer 11 KV / 110 V ,  indoor mounting type control panel for feeder protection and required accessories, A-meter,volt-meter, 3-phase  with  DLMS  (modem compactible ) Tri Vector energy meter, Relay & accessories complete as per  specifications for feeder breaker protection & Prtection for Earth fault and over current) with extensible arrangement for future",      Set
Station Lighting,92,"Station Lighting System (internal) with proper illumination complete for  control room building, Incharge room, Battery room, Store room, Washroom, Guard room, portico etc.  including all associated materials such as insulated wires, cables, boards, switches and fixing arrangements etc.  and Celling, wall Fan & exhast fan (Total 8 nos.) all complte as per applicable TS and approved drawing.",Lot
Earthing Materials,93,"40 mm dia.,  3000 mm long GI pipe(medium gauge) earth  electrode as per Technical Specification",      Set
Earthing Materials,94,Cast Iron spun pipe of 160mm dia in Pcs of 5.6 M and above long as per TS to be laid for Under ground 11 kV Cable below Railway track at crossing,Mtr
Earthing Materials,95,Coil type Earthing  complete  as per TS/REC Specification.(untreated),No
Earthing Materials,96,GI Pipe 150 mm dia (Light guage) for Erection of cable over DP structure,Mtr
Earthing Materials,97,"Spiral type earthing as per REC construction drawing J-1 including supply of all materials like 8 SWG G.I. wire closely wound having 115 turns, 50mm dia & 450mm long coil (untreated without charcoal & salt) in all type of soil including excavation, refilling with earth, fixing of bolts, nuts, washers for connection with pole support/ metalic part all complete as per TS & direction of Engineer-in charge (individual pole earthing)",Set
Distribution Box,98,"LT Distribution box with LTCT meter (CT Ratio 400/5 A ) with  CTs- 400/5 A metering, Al-Bus bar of Adequate Size and LT control mechanism complete in all respect with one no. Of TPMCCB as per  technical specifications for Three Phase 200 KVA Distribution Transformer",Set
Distribution Box,99,Meter Box with fixtures complete,No
Distribution Box,100,Temper proof Spring loaded distribution service connection box for 12 nos Single phase connection Lines/consumer mains along with all associated accessories etc. complete in all respect.(SMC),Set
Distribution Box,101,Temper proof Spring loaded distribution service connection box for 6 nos Three phase connection Lines/consumer mains along with all associated accessories etc. complete in all respect.(SMC),Set
Distribution Box,102,"33 kV Metering system along with DLMS Static Trivector Energy Meter alongwith combined CT- PT metering unit 33KV/110 V, CT ratio-800-400/1A with bimetalic connectors and DLMS Static Trivector feeder meter  with communication port of 33 KV/110 v of CT ratio-400/1 A with 12cx2.5 Sqmm Control Cable complete alongwith earthing and all associated accessories complete in all respest",No
Danger Boards,103,11KV Danger Board  as per TS.,No
Danger Boards,104,33kV Danger Board  as per TS.,No
A1. Jointing sleeves,105,Al. Jointing sleeve suitable for ACSR wolf conductors.,No
A1. Jointing sleeves,106,Aluminum Jointing sleeves Suitable to ACSR DOG,No.
A1. Jointing sleeves,107,Aluminum Jointing ssleeves Suitable to ACSR Rabbit ,No.
A1. Jointing sleeves,108,Aluminum Jointing ssleeves Suitable to ACSR Weasel ,No.
Bimetalic Clamps,109,"Bimetalic Clamps , Al. Connectors, Al. tape etc. complete in all respect as required suitable for ACSR Zebra Conductor",Lot
Bimetalic Clamps,110,"Bimetalic clamps and Al. connectors, Al. Tape etc. as required 4CX2.5Sqmm & 12CX2.5Sqmm",LS per Bay
Bimetalic Clamps,111,Bimetalic connector & Al lugs complete for DT for L V side (1 set= 4 Nos),Set
Lugs,112,LT control cable different size Complete in all respect as per site requirement complete with lugs etc. 3.5CX95Sqmm,lot
Lugs,113,LT control cable different size Complete in all respect as per site requirement complete with lugs etc. LT power cable 3.5C x 95 sq. mm. ,lot
Lugs,114,LT Kit Kat 400 A ( 1 set = 3 nos.) of reputed make like BPC / Havells or equivalent (as per Approval) with all accessories for  100/200 KVA DT complete in all respects.,Set
Lugs,115,LT PVC Spacers 3Ph 4 W,No
PG Clamps,116,PG Clamps suitable for connection to ACSR Dog conductor,Nos.
PG Clamps,117,PG Clamps suitable for connection to ACSR Rabbit conductor,No.
PG Clamps,118,PG Clamps suitable for connection to ACSR Weasel conductor,No.
PG Clamps,119,PG Clamps suitable for connection to ACSR Wolf conductor,No
T Connectors,120,T connector suitable for 16 sqmm AB cable complete in all respect.  (1 Set= 3 nos for phase & 1 No for neutral),No
T Connectors,121,T connector suitable for 50 sqmm AB cable complete in all respect.  (1 Set= 3 nos for phase & 1 No for neutral),No
T Connectors,122,T connector suitable for 70 sqmm AB cable complete in all respect.  (1 Set= 3 nos for phase & 1 No for neutral),No
T Connectors,123,T connector suitable for 95 sqmm AB cable complete in all respect.  (1 Set= 3 nos for phase & 1 No for neutral),No
Misc.,124,RCC Base Plate of size 500x500x100 mm./Stone Base Plate of Size 450x450x50mm for support of base.,No
Misc.,125,Service Clamp for proper support of Service Cable with pole complete in all respect,Set
Misc.,126,"Supply & fabrication of U clamps LT conductor dead end,stay clamps & angle stay clamps and other fabricated materials suitable for ACSR Weasel Conductor",Kg
Misc.,127,"Universal hook, Bolts & nuts, washer etc ",Set
Misc.,128,"Anchoring/ Dead End clamp assembly suitable for Bare or Insulated messenger (1 no. Anchoring/Dead End clamp, 1 no. Universal Bracket,  Stainless Steel Strap with all associated accessories complete in all respect)",Set
Misc.,129,"Bimetalic Clamps , Al. Connectors, Al. tape etc. complete in all respect as required suitable for ACSR Zebra Conductor",Lot
Misc.,130,"Bimetalic clamps and Al. connectors, Al. Tape etc. as required 4CX2.5Sqmm & 12CX2.5Sqmm",LS per Bay
Misc.,131,Bimetalic connector & Al lugs complete for DT for L V side (1 set= 4 Nos),Set
Misc.,132,"Fire Fighting Equipment comprises of 
Dry Chemical Powder Type  (6 Kg) for control  room, 
CO 2 Type of 4.5Kg Capacity for Control Room,  
CO2 type Trolly mounted of 22.5 KG Capacity for Switch Yard, four nos.  of fire buckets set including their stand as per technical specifications, scope of works and approved drawings",Set
Misc.,133,"Fire Fighting Equipment comprises of 
Dry Chemical Powder Type  (6 Kg) for control  room, 
CO 2 Type of 4.5Kg Capacity for Control Room,  
CO2 type Trolly mounted of 22.5 KG Capacity for Switch Yard, four nos.  of fire buckets set including their stand as per technical specifications, scope of works and approved drawings",Set
Misc.,134,Insulation Piercing Connector for branching & Earthing with all associated accessories complete in all respect (1 Set= 3 nos for phase & 1 No for neutral),Set
Misc.,135,Pre-Insulated Mid span joint  for phases & Neutral complete in all respect (1 Set= 3 nos for phase & 1 No for neutral),No
Misc.,136,Service Clamp for proper support of Service Cable with pole complete in all respect,Set
Misc.,137,"Suspension clamp assembly suitable for Bare messenger                                                                 (1 No. Suspension clamp with Bracket, 1.5 Mtr. Stainless Steel Strap, 2 Nos. Buckle)",Set
Misc.,138,"Galvanized Steel Nuts, bolts and washers as per technical specification, approved drawings.",Kg
Misc.,139,Nuts & Bolts with plain and spring washer,Kg
Misc.,140,IPS Aluminium Pipe 65 mm. Dia as per IS/TS.,Mtr.
Misc.,141,"MS Galvanized fabricated steel materials-made of Channels, angle, flats for over head structures as per technical specification, approved drawings and scope of work. ",Kg
